,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault,Insult to modesty,Cruelty by Husband or his Relatives,Importation of Girls
2935,ARUNACHAL PRADESH,TIRAP,2005,0,0,0,5,0,0,0
2936,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2005,0,0,0,0,0,0,0
2937,ARUNACHAL PRADESH,TOTAL,2005,35,39,0,67,0,9,0
3655,ARUNACHAL PRADESH,CHANGLANG,2006,4,4,0,0,0,2,0
3656,ARUNACHAL PRADESH,DIBANG VALLEY,2006,2,2,0,1,0,0,0
3657,ARUNACHAL PRADESH,K/KUMEY,2006,2,2,0,0,0,0,0
3658,ARUNACHAL PRADESH,KAMENG EAST,2006,1,0,0,2,0,0,0
3659,ARUNACHAL PRADESH,KAMENG WEST,2006,2,2,0,3,0,0,0
3660,ARUNACHAL PRADESH,LOHIT,2006,3,8,0,3,0,1,0
3661,ARUNACHAL PRADESH,PAPUM PARE,2006,5,10,0,14,1,2,0
3662,ARUNACHAL PRADESH,SIANG EAST,2006,7,4,0,11,0,1,0
3663,ARUNACHAL PRADESH,SIANG UPPER,2006,2,2,0,6,0,1,0
3664,ARUNACHAL PRADESH,SIANG WEST,2006,0,7,0,13,1,4,0
3665,ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,3,3,0,3,0,0,0
3666,ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,2,4,0,6,0,3,0
3667,ARUNACHAL PRADESH,TAWANG,2006,0,0,0,1,0,0,0
3668,ARUNACHAL PRADESH,TIRAP,2006,4,3,1,0,0,0,0
3669,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2006,0,0,0,0,0,0,0
3670,ARUNACHAL PRADESH,TOTAL,2006,37,51,1,63,2,14,0
4395,ARUNACHAL PRADESH,CHANGLANG,2007,7,2,0,5,0,4,0
4396,ARUNACHAL PRADESH,DIBANG VALLEY,2007,2,3,0,5,0,1,0
4397,ARUNACHAL PRADESH,K/KUMEY,2007,1,4,0,0,0,1,0
4398,ARUNACHAL PRADESH,KAMENG EAST,2007,1,0,0,10,0,0,0
4399,ARUNACHAL PRADESH,KAMENG WEST,2007,1,0,0,2,0,0,0
4400,ARUNACHAL PRADESH,LOHIT,2007,5,12,0,4,0,0,0
4401,ARUNACHAL PRADESH,PAPUM PARE,2007,8,8,0,15,0,8,0
4402,ARUNACHAL PRADESH,SIANG EAST,2007,8,3,0,12,0,1,0
4403,ARUNACHAL PRADESH,SIANG UPPER,2007,5,0,0,2,0,0,0
4404,ARUNACHAL PRADESH,SIANG WEST,2007,3,5,0,5,1,3,0
4405,ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,3,2,0,3,0,0,0
4406,ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,3,4,0,5,0,2,0
4407,ARUNACHAL PRADESH,TAWANG,2007,1,0,0,2,0,0,0
4408,ARUNACHAL PRADESH,TIRAP,2007,0,1,0,2,0,0,0
4409,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,0,0,0,0,0,0,0
4410,ARUNACHAL PRADESH,TOTAL,2007,48,44,0,72,1,20,0
5138,ARUNACHAL PRADESH,CHANGLANG,2008,2,4,0,5,0,0,0
5139,ARUNACHAL PRADESH,DIBANG VALLEY,2008,3,4,0,9,0,2,0
5140,ARUNACHAL PRADESH,K/KUMEY,2008,2,2,0,2,0,1,0
5141,ARUNACHAL PRADESH,KAMENG EAST,2008,5,4,0,0,0,0,0
5142,ARUNACHAL PRADESH,KAMENG WEST,2008,0,2,0,4,0,0,0
5143,ARUNACHAL PRADESH,LOHIT,2008,3,1,0,1,0,0,0
5144,ARUNACHAL PRADESH,PAPUM PARE,2008,7,10,0,12,1,3,0
5145,ARUNACHAL PRADESH,SIANG EAST,2008,5,5,0,6,0,1,0
5146,ARUNACHAL PRADESH,SIANG UPPER,2008,0,1,0,1,0,0,0
5147,ARUNACHAL PRADESH,SIANG WEST,2008,13,8,0,6,0,5,0
5148,ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0,3,0,10,0,0,0
5149,ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2,1,0,6,0,1,0
5150,ARUNACHAL PRADESH,TAWANG,2008,0,0,0,5,0,0,0
5151,ARUNACHAL PRADESH,TIRAP,2008,0,2,0,5,0,0,0
5152,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0,0,0,0,0,0,0
5153,ARUNACHAL PRADESH,TOTAL,2008,42,47,0,72,1,13,0
5899,ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0
5900,ARUNACHAL PRADESH,CHANGLANG,2009,8,6,0,3,0,4,0
5901,ARUNACHAL PRADESH,DIBANG VALLEY,2009,3,4,0,2,0,1,0
5902,ARUNACHAL PRADESH,K/KUMEY,2009,5,0,0,0,0,0,0
5903,ARUNACHAL PRADESH,KAMENG EAST,2009,3,3,0,1,0,0,0
5904,ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,5,0,1,0
5905,ARUNACHAL PRADESH,LOHIT,2009,8,2,0,5,0,0,0
5906,ARUNACHAL PRADESH,PAPUM PARE,2009,11,3,0,10,6,1,0
5907,ARUNACHAL PRADESH,SIANG EAST,2009,9,3,0,6,0,1,0
5908,ARUNACHAL PRADESH,SIANG UPPER,2009,2,0,0,1,0,0,0
5909,ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,4,0
5910,ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2,1,0,8,0,0,0
5911,ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,1,0,5,0,1,0
5912,ARUNACHAL PRADESH,TAWANG,2009,0,0,0,0,0,0,0
5913,ARUNACHAL PRADESH,TIRAP,2009,1,1,0,6,0,0,0
5914,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0
5915,ARUNACHAL PRADESH,TOTAL,2009,59,28,0,58,6,13,0
6670,ARUNACHAL PRADESH,ANJAW,2010,1,0,0,0,0,2,0
6671,ARUNACHAL PRADESH,CHANGLANG,2010,4,4,0,10,0,1,0
6672,ARUNACHAL PRADESH,DIBANG VALLEY,2010,3,3,0,2,0,0,0
6673,ARUNACHAL PRADESH,K/KUMEY,2010,0,1,0,0,0,0,0
6674,ARUNACHAL PRADESH,KAMENG EAST,2010,1,3,0,2,0,0,0
6675,ARUNACHAL PRADESH,KAMENG WEST,2010,0,3,0,5,0,0,0
6676,ARUNACHAL PRADESH,LOHIT,2010,9,3,0,7,0,0,0
6677,ARUNACHAL PRADESH,PAPUM PARE,2010,4,9,0,13,0,1,0
6678,ARUNACHAL PRADESH,RURAL,2010,3,2,0,5,0,0,0
6679,ARUNACHAL PRADESH,SIANG EAST,2010,8,5,0,8,0,0,0
6680,ARUNACHAL PRADESH,SIANG UPPER,2010,1,1,0,2,0,0,0
6681,ARUNACHAL PRADESH,SIANG WEST,2010,6,6,0,16,1,5,0
6682,ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,0,2,0,4,0,0,0
6683,ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,5,4,0,7,0,3,0
6684,ARUNACHAL PRADESH,TAWANG,2010,1,0,0,1,0,0,0
6685,ARUNACHAL PRADESH,TIRAP,2010,1,0,0,2,0,0,0
6686,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010,0,0,0,0,0,0,0
6687,ARUNACHAL PRADESH,TOTAL,2010,47,46,0,84,1,12,0
7449,ARUNACHAL PRADESH,ANJAW,2011,0,0,0,0,0,0,0
7450,ARUNACHAL PRADESH,CHANGLANG,2011,3,7,0,3,0,2,0
7451,ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,2,0,1,0,0,0
7452,ARUNACHAL PRADESH,K/KUMEY,2011,4,0,0,0,0,0,0
7453,ARUNACHAL PRADESH,KAMENG EAST,2011,3,2,0,3,0,0,0
7454,ARUNACHAL PRADESH,KAMENG WEST,2011,0,1,0,4,0,0,0
7455,ARUNACHAL PRADESH,LOHIT,2011,5,4,0,2,0,0,0
7456,ARUNACHAL PRADESH,PAPUM PARE,2011,4,17,0,7,0,9,0
7457,ARUNACHAL PRADESH,RURAL,2011,2,4,0,4,0,3,0
7458,ARUNACHAL PRADESH,SIANG EAST,2011,8,4,0,7,0,2,0
7459,ARUNACHAL PRADESH,SIANG UPPER,2011,1,3,0,3,0,0,0
7460,ARUNACHAL PRADESH,SIANG WEST,2011,2,5,0,8,0,2,0
7461,ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,2,3,0,0,0,0,0
7462,ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,2,6,0,5,0,0,0
7463,ARUNACHAL PRADESH,TAWANG,2011,0,1,0,1,0,0,0
7464,ARUNACHAL PRADESH,TIRAP,2011,3,1,0,3,0,0,0
7465,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0,0,0,0
7466,ARUNACHAL PRADESH,TOTAL,2011,42,60,0,51,0,18,0
8240,ARUNACHAL PRADESH,ANJAW,2012,0,1,0,0,0,0,0
8241,ARUNACHAL PRADESH,CHANGLANG,2012,6,7,1,5,0,4,0
8242,ARUNACHAL PRADESH,DIBANG VALLEY,2012,2,4,0,2,0,1,0
8243,ARUNACHAL PRADESH,K/KUMEY,2012,2,1,0,1,0,0,0
8244,ARUNACHAL PRADESH,KAMENG EAST,2012,6,2,0,1,0,0,0
8245,ARUNACHAL PRADESH,KAMENG WEST,2012,0,1,0,1,0,2,0
8246,ARUNACHAL PRADESH,LOHIT,2012,3,5,0,11,0,2,0
8247,ARUNACHAL PRADESH,PAPUM PARE,2012,7,15,0,8,2,3,0
8248,ARUNACHAL PRADESH,RURAL,2012,6,3,0,8,0,1,0
8249,ARUNACHAL PRADESH,SIANG EAST,2012,6,0,0,4,0,1,0
8250,ARUNACHAL PRADESH,SIANG UPPER,2012,1,3,0,0,0,3,0
8251,ARUNACHAL PRADESH,SIANG WEST,2012,2,4,0,6,0,7,0
8252,ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,0,2,0,5,0,2,0
8253,ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,4,4,0,11,0,0,0
8254,ARUNACHAL PRADESH,TAWANG,2012,0,0,0,1,0,0,0
8255,ARUNACHAL PRADESH,TIRAP,2012,1,6,0,2,0,0,0
8256,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2012,0,0,0,1,0,0,0
8257,ARUNACHAL PRADESH,TOTAL,2012,46,58,1,67,2,26,0
34,ARUNACHAL PRADESH,ANJAW,2013,0,0,0,0,0,0,0
35,ARUNACHAL PRADESH,CHANGLANG,2013,5,5,0,2,0,1,0
36,ARUNACHAL PRADESH,DIBANG VALLEY,2013,0,1,0,2,0,0,0
37,ARUNACHAL PRADESH,K/KUMEY,2013,0,1,0,1,0,0,0
38,ARUNACHAL PRADESH,KAMENG EAST,2013,2,12,0,6,0,0,0
39,ARUNACHAL PRADESH,KAMENG WEST,2013,2,0,0,0,0,0,0
40,ARUNACHAL PRADESH,LOHIT,2013,10,22,0,10,0,2,0
41,ARUNACHAL PRADESH,LONGDING,2013,1,2,0,2,0,0,0
42,ARUNACHAL PRADESH,PAPUM PARE,2013,18,22,0,24,1,20,0
43,ARUNACHAL PRADESH,RURAL,2013,3,5,0,5,0,1,0
44,ARUNACHAL PRADESH,SIANG EAST,2013,10,2,0,6,0,1,0
45,ARUNACHAL PRADESH,SIANG UPPER,2013,0,2,0,4,0,0,0
46,ARUNACHAL PRADESH,SIANG WEST,2013,7,6,0,9,2,3,0
47,ARUNACHAL PRADESH,SUBANSIRI LOWER,2013,5,0,0,3,0,0,0
48,ARUNACHAL PRADESH,SUBANSIRI UPPER,2013,10,2,0,8,0,0,0
49,ARUNACHAL PRADESH,TAWANG,2013,2,1,0,6,0,1,0
50,ARUNACHAL PRADESH,TIRAP,2013,0,2,0,5,0,0,0
51,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2013,0,1,0,0,0,0,0
52,ARUNACHAL PRADESH,ZZ TOTAL,2013,75,86,0,93,3,29,0
21,ARUNACHAL PRADESH,ANJAW,2014,0,1,0,1,0,0,0
22,ARUNACHAL PRADESH,CHANGLANG,2014,6,6,0,0,0,0,0
23,ARUNACHAL PRADESH,CRIME BRANCH,2014,0,0,0,0,0,0,0
24,ARUNACHAL PRADESH,DIBANG VALLEY,2014,1,0,0,0,0,0,0
25,ARUNACHAL PRADESH,KAMENG EAST,2014,1,1,0,6,0,0,0
26,ARUNACHAL PRADESH,KAMENG WEST,2014,0,2,0,9,0,2,0
27,ARUNACHAL PRADESH,KURUNG KUMEY,2014,3,0,0,1,0,0,0
28,ARUNACHAL PRADESH,LOHIT,2014,7,25,0,13,0,1,0
29,ARUNACHAL PRADESH,LONGDING,2014,3,4,0,3,0,0,0
30,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2014,3,2,0,0,0,0,0
31,ARUNACHAL PRADESH,PAPUM PARE CITY,2014,32,36,1,26,0,21,0
32,ARUNACHAL PRADESH,PAPUM PARE RURAL,2014,0,4,0,4,0,0,0
33,ARUNACHAL PRADESH,SIANG EAST,2014,11,2,0,21,0,4,0
34,ARUNACHAL PRADESH,SIANG UPPER,2014,1,0,0,1,0,0,0
35,ARUNACHAL PRADESH,SIANG WEST,2014,6,1,0,11,3,8,0
36,ARUNACHAL PRADESH,SUBANSIRI LOWER,2014,1,2,0,6,0,3,0
37,ARUNACHAL PRADESH,SUBANSIRI UPPER,2014,5,2,0,16,0,3,0
38,ARUNACHAL PRADESH,TAWANG,2014,0,0,0,1,0,0,0
39,ARUNACHAL PRADESH,TIRAP,2014,3,3,0,2,0,0,0
40,ARUNACHAL PRADESH,TOTAL DISTRICT(S),2014,83,91,1,121,3,42,0
21,ARUNACHAL PRADESH,ANJAW,2015,0,0,0,0,0,0,0
22,ARUNACHAL PRADESH,CHANGLANG,2015,5,7,0,5,0,4,0
23,ARUNACHAL PRADESH,CRIME BRANCH,2015,1,0,0,0,0,0,0
24,ARUNACHAL PRADESH,DIBANG VALLEY,2015,0,0,0,1,0,0,0
25,ARUNACHAL PRADESH,KAMENG EAST,2015,4,1,0,7,0,0,0
26,ARUNACHAL PRADESH,KAMENG WEST,2015,1,3,0,5,0,1,0
27,ARUNACHAL PRADESH,KURUNG KUMEY,2015,2,3,0,0,0,0,0
28,ARUNACHAL PRADESH,LOHIT,2015,6,21,0,12,0,4,0
29,ARUNACHAL PRADESH,LONGDING,2015,0,0,0,0,0,0,0
30,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2015,1,6,0,3,0,0,0
31,ARUNACHAL PRADESH,PAPUM PARE CITY,2015,17,62,0,25,2,30,0
32,ARUNACHAL PRADESH,PAPUM PARE RURAL,2015,1,2,0,2,0,1,0
33,ARUNACHAL PRADESH,SIANG EAST,2015,10,9,0,15,0,8,0
34,ARUNACHAL PRADESH,SIANG UPPER,2015,1,1,0,3,0,2,0
35,ARUNACHAL PRADESH,SIANG WEST,2015,12,6,0,6,0,4,0
36,ARUNACHAL PRADESH,SUBANSIRI LOWER,2015,6,0,0,2,0,3,0
37,ARUNACHAL PRADESH,SUBANSIRI UPPER,2015,1,1,0,11,0,8,0
38,ARUNACHAL PRADESH,TAWANG,2015,0,0,0,1,0,1,0
39,ARUNACHAL PRADESH,TIRAP,2015,2,6,0,2,0,0,0
40,ARUNACHAL PRADESH,SIANG,2015,1,0,0,1,0,0,0
41,ARUNACHAL PRADESH,TOTAL DISTRICT(S),2015,71,128,0,101,2,66,0
