,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault,Insult to modesty,Cruelty by Husband or his Relatives,Importation of Girls
8859,TRIPURA,UNAKOTI,2012,26,9,2,26,2,92,0
8860,TRIPURA,WEST,2012,50,30,12,66,2,172,0
8861,TRIPURA,TOTAL,2012,229,114,37,314,7,858,0
657,TRIPURA,DHALAI,2013,17,12,1,38,0,51,0
658,TRIPURA,GOMATI,2013,31,28,6,45,2,164,0
659,TRIPURA,GRP,2013,0,0,0,0,0,0,0
660,TRIPURA,KHOWAI,2013,23,3,4,43,1,42,0
661,TRIPURA,NORTH,2013,20,9,4,51,0,113,0
662,TRIPURA,SIPAHIJALA,2013,27,13,1,73,0,118,0
663,TRIPURA,SOUTH,2013,32,14,5,38,0,93,0
664,TRIPURA,UNAKOTI,2013,37,16,5,18,1,51,0
665,TRIPURA,WEST,2013,46,29,3,101,3,195,0
666,TRIPURA,ZZ TOTAL,2013,233,124,29,407,7,827,0
669,TRIPURA,DHALAI,2014,34,5,1,49,0,41,0
670,TRIPURA,GOMATI,2014,32,22,9,51,0,135,0
671,TRIPURA,G. R. P.,2014,0,0,0,2,0,0,0
672,TRIPURA,KOWAI,2014,15,4,8,36,0,25,0
673,TRIPURA,NORTH,2014,26,12,6,41,0,79,0
674,TRIPURA,SIPAHIJALA,2014,19,11,1,76,0,86,0
675,TRIPURA,SOUTH,2014,20,8,4,47,0,94,0
676,TRIPURA,UNAKOTI,2014,24,11,1,29,2,50,0
677,TRIPURA,WEST,2014,69,29,3,161,9,192,0
678,TRIPURA,TOTAL DISTRICT(S),2014,239,102,33,492,11,702,0
684,TRIPURA,DHALAI,2015,26,10,3,38,0,38,0
685,TRIPURA,GOMATI,2015,32,12,6,21,0,102,0
686,TRIPURA,G. R. P.,2015,0,0,0,0,0,0,0
687,TRIPURA,KOWAI,2015,18,12,3,37,0,27,0
688,TRIPURA,NORTH,2015,20,17,4,49,0,58,0
689,TRIPURA,SIPAHIJALA,2015,24,18,3,47,0,72,0
690,TRIPURA,SOUTH,2015,32,13,4,36,1,86,0
691,TRIPURA,UNAKOTI,2015,14,9,1,14,2,11,0
692,TRIPURA,WEST,2015,47,29,4,110,3,107,0
693,TRIPURA,TOTAL DISTRICT(S),2015,213,120,28,352,6,501,0
